ID,Name,Reference,Category,Price,Description,Sector,Usage,Technical Sheet,Safety Sheet,Image 1
412,GRASNET ICE,IA-DASE-005,industria-alimentaria,45,"Desengrasante antihielo. Para cámaras frigoríficas, Apto para Uso en Industria Alimentaria.",Industria Alimentaria,Detergentes Alcalinos Sin Espuma,https://drive.google.com/file/d/1Me5mDSkhRiZahmzPM5Ha13LE6-XMA2re/view?usp=drivesdk,,https://drive.google.com/thumbnail?id=1nN7xB3GXuLo3VkSd9AvJYV1qoDl_6OD3&sz=w1000
413,DENCLOR S/E,IA-DDA-001,industria-alimentaria,38,"Desengrasante clorado sin espuma (CIP). Desinfectante, Apto para Uso en Industria Alimentaria, N° DGSP 16-20/40-03564-HA.",Industria Alimentaria,Detergentes Desinfectantes Alimentaria,https://drive.google.com/file/d/17nzKyIRRIjOEJuqfcAnD5UN0MAgOfB92/view?usp=drivesdk,https://drive.google.com/file/d/19Rdn0pTPXuEAok6BSGffgvTQjEeV8Nau/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1jSLaTD1wvPqL3PARAdXa5nXGQ3BWcUR2&sz=w1000
414,LICLOR 29,IA-DDA-002,industria-alimentaria,42,"Desengrasante clorado concentrado sin espuma (CIP). Desinfectante, Apto para Uso en Industria Alimentaria, N° DIGSP. 15-20/40-03314 HA.",Industria Alimentaria,Detergentes Desinfectantes Alimentaria,https://drive.google.com/file/d/1BNLskKljiEQUrBt3wW-Ci6asG9fUu-wP/view?usp=drivesdk,https://drive.google.com/file/d/1fOTzP_O8GxGnQfJ7xM1KxPIf2T79lwQS/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1y1GwELFdRezL0oE0RQSnRD4jQyvxyINO&sz=w1000
415,DENCLOR FOAM,IA-DDA-003,industria-alimentaria,40,"Desengrasante clorado espumante. Desinfectante, Apto para Uso en Industria Alimentaria, N° DGSP 16-20/40-03313-HA.",Industria Alimentaria,Detergentes Desinfectantes Alimentaria,https://drive.google.com/file/d/17B2DXGK_iINlCdSpsetExxkh3nox6_82/view?usp=drivesdk,https://drive.google.com/file/d/1nolnScRMCjVA5y08qWq8x0mNcghdsjWL/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1JPNPGRLrAIgklH_mJL9LXggmhbcvw3Se&sz=w1000
416,DENGRAS FOOD,IA-DDA-004,industria-alimentaria,45,"Desengrasante viricida desinfectante uso alimentario. Viricida, Apto para Uso en Industria Alimentaria, N° DGSP 21-20/40-05020.",Industria Alimentaria,Detergentes Desinfectantes Alimentaria,/fichas-tecnicas/DENGRAS FOOD FT ES.pdf,/fichas-seguridad/DENGRAS FOOD FS ES.pdf,https://drive.google.com/thumbnail?id=1DfW8OyMB21k7YF3NzrwVYHVcfw9FoINU&sz=w1000
417,GRASMAK,IA-DDA-005,industria-alimentaria,48,"Desengrasante desinfectante de baja espuma. Viricida, Apto para Uso en Industria Alimentaria, N° DGSP 22-20/40-11772.",Industria Alimentaria,Detergentes Desinfectantes Alimentaria,/fichas-tecnicas/GRASMAK FT ES.pdf,/fichas-seguridad/GRASMAK FS ES (1).pdf,https://drive.google.com/thumbnail?id=1DKrhxpIEKC0Og0QTuOxV-7Hq0Z78f4A1&sz=w1000
418,BIOXEL,IA-DEA-001,industria-alimentaria,50,"Desinfectante viricida amonios cuaternarios. Desinfectante, Apto para Uso en Industria Alimentaria, N° DG SP 21-20/40-02978.",Industria Alimentaria,Desinfectantes Alimentaria,/fichas-tecnicas/BIOXEL FT ES.pdf,/fichas-seguridad/BIOXEL FS ES.pdf,https://drive.google.com/thumbnail?id=16GvfplitNkG9INe6dWLmCFwHL0pH3MQ8&sz=w1000
419,AMPHOS,IA-DEA-002,industria-alimentaria,52,"Desinfectante viricida exento de amonios cuaternarios. Desinfectante, Apto para Uso en Industria Alimentaria, N° DGSP 20-20/40-07293.",Industria Alimentaria,Desinfectantes Alimentaria,/fichas-tecnicas/AMPHOS FT ES.pdf,/fichas-seguridad/AMPHOS FS ES.pdf,https://drive.google.com/thumbnail?id=1S9CXukKT8XkPZisgAMBQU2nSMCpKw9mZ&sz=w1000
420,DESCOL,IA-DEA-003,industria-alimentaria,48,"Desinfectante hidroalcohólico. Desinfectante, Apto para Uso en Industria Alimentaria, N° DGSP. 16-20/40/90-08635.",Industria Alimentaria,Desinfectantes Alimentaria,/fichas-tecnicas/DESCOL FT ES.pdf,/fichas-seguridad/DESCOL FS ES.pdf,https://drive.google.com/thumbnail?id=1NeIFqzNgarIGJ05pvfmQGKYw01pTAsJk&sz=w1000
421,HP CLOR,IA-DEA-004,industria-alimentaria,46,"Desinfectante de superficies clorado. Desinfectante, Apto para Uso en Industria Alimentaria, N° DGSP 15-20/40-07294.",Industria Alimentaria,Desinfectantes Alimentaria,https://drive.google.com/file/d/16RmJFOZ-jEeDYUVQJe2A_0sUH2JnqAy0/view?usp=drivesdk,https://drive.google.com/file/d/1VJtYq7zhxA3Ua2_Slha-PjvTzXGl49Lq/view?usp=drivesdk,https://drive.google.com/thumbnail?id=11FOpHsSR0UXg4gonDag4lX8fgz-Oc9Cu&sz=w1000
422,OXEL,IA-DEA-005,industria-alimentaria,55,"Desinfectante base peracético (CIP, sin cloro). Desinfectante, Apto para Uso en Industria Alimentaria, N° DGSP 17-20/40-06195 HA.",Industria Alimentaria,Desinfectantes Alimentaria,https://drive.google.com/file/d/1XEhmIyuV3VD5LSwWHDcwz4XrEKbYraKp/view?usp=drivesdk,https://drive.google.com/file/d/1kGljViPfMYM5BOzbu7jwMh06DevFXMlk/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1K6ODu6rmDnL8ofSYI_exKDlcvfxk6bQb&sz=w1000
423,HIPOCLORITO SÓDICO QX,IA-DEA-006,industria-alimentaria,20,"Potabilización de agua. Conforme UNE-EN 901, Apto para Uso en Industria Alimentaria.",Industria Alimentaria,Desinfectantes Alimentaria,/fichas-tecnicas/HIPOCLORITO SODICO QX FT ES.pdf,/fichas-seguridad/HIPOCLORITO SODICO QX FS ES.pdf,https://drive.google.com/thumbnail?id=1QNTp6FYQp_TBXVVW2JEHHKheY45kilr8&sz=w1000
424,DS15 IN,IA-DEI-001,industria-alimentaria,30,"Detergente desincrustante (ácido, CIP, piedra de leche). Con control de espuma, Apto para Uso en Industria Alimentaria.",Industria Alimentaria,Desincrustantes Alimentaria,https://drive.google.com/file/d/1b7WMqL8iDGYhEKXT6gw0J-n0j-VSnCzv/view?usp=drivesdk,https://drive.google.com/file/d/1B_uH0NnjjVzHDxHQmqGdHxgKsKurIea3/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1n5GtuT_V3wgKC7Q1Y6w8bme5qG4k-atE&sz=w1000
425,DESCRUST F,IA-DEI-002,industria-alimentaria,32,"Desincrustante industria alimentaria (ácido). Con inhibidores para metales, Apto para Uso en Industria Alimentaria.",Industria Alimentaria,Desincrustantes Alimentaria,https://drive.google.com/file/d/1bExnttjkTTuUUAkwB7nfLJcq2Q69XFvD/view?usp=drivesdk,https://drive.google.com/file/d/1BlDKhj5DVO4ZYErTGA5elZkp4b0MgKc9/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1PjzpgTxeRw6JrR-Ji3Dz609VGKXX_ejw&sz=w1000
426,LC 56 FOAM,IA-DEI-003,industria-alimentaria,35,"Detergente ácido espumante. Con alta formación de espuma, Apto para Uso en Industria Alimentaria.",Industria Alimentaria,Desincrustantes Alimentaria,https://drive.google.com/file/d/12W8WwO0EE71BKxLz19MaktIQkPbYxQPp/view?usp=drivesdk,https://drive.google.com/file/d/1jMrzjGIuUF4p21XTVddge3gIZKTuOJR3/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1OYHZ5HEuEMJr0IY2tKG4ELmCJkLmgxNA&sz=w1000
427,OXOCLEAN,IA-VA-001,industria-alimentaria,28,Aditivo limpiador oxigenado. Para limpiezas enérgicas.,Industria Alimentaria,Varios Alimentaria,https://drive.google.com/file/d/1q6qlkIGAJliIgUKOT9FW968gE6RfXyej/view?usp=drivesdk,https://drive.google.com/file/d/13lG7dzUrq316SGHOxNbbZrrxt_qk4SHf/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1jgQVMj42r6-bNiPDJ2Uzf8V95QZyWhBM&sz=w1000
428,ANTIESPUMANTE,IA-VA-002,industria-alimentaria,25,Antiespumante. Prevención y eliminación de espumas.,Industria Alimentaria,Varios Alimentaria,https://drive.google.com/file/d/1bwV3YXUSP1TeskD0iKO6YVuIbnT0ebbJ/view?usp=drivesdk,https://drive.google.com/file/d/1UXupwuquvjuzizRnIe6VXtRIig0FTvyj/view?usp=drivesdk,https://drive.google.com/thumbnail?id=1gPFXcsgLf7Hcj8qjeJ2pQ7p8wGf5B278&sz=w1000
429,BIOFOSS,IA-VA-003,industria-alimentaria,38,"Eliminador de olores biológico. Mantenimiento de drenajes, fosas sépticas, Apto para Uso en Industria Alimentaria.",Industria Alimentaria,Varios Alimentaria,/fichas-tecnicas/BIOFOSS FT ES.pdf,/fichas-seguridad/BIOFOSS FS ES.pdf,https://drive.google.com/thumbnail?id=1J2B16UiI7MJWkMeHg682qRLEmCqfhDEE&sz=w1000
501,TAXEL,AU-LM-001,automocion,15,Gel lavamanos desengrasante. Con componentes dermatológicos.,Automoción,Limpieza de Manos,https://drive.google.com/file/d/1gGsiFLO0G0ij4-lBOTgp5V43XM46WCbY/view?usp=drivesdk,https://drive.google.com/file/d/11OptVJ9HZAURXqYLlHdja4-X-kRRsju_/view?usp=drivesdk,
502,DERPAST,AU-LM-002,automocion,16,Pasta lavamanos micropartículas. Exfoliante natural.,Automoción,Limpieza de Manos,https://drive.google.com/file/d/1OUxRdfd3GXs9BldUUrIuaaGC7rtNjD2Z/view?usp=drivesdk,https://drive.google.com/file/d/1DQLtsR4zukDWwYCEqwNfC9AbRyLXXNDr/view?usp=drivesdk,
503,NARCREM,AU-LM-003,automocion,17,Crema lavamanos cítrica. Exfoliante natural.,Automoción,Limpieza de Manos,https://drive.google.com/file/d/14OjuZ41sOkxA8TPKfxTlwXCflIsE_wmt/view?usp=drivesdk,https://drive.google.com/file/d/1K5Jp-ZaqRpwcVpDSKyYgTX4JZTvcZQ0m/view?usp=drivesdk,
504,CREMPAST,AU-LM-004,automocion,18,Crema lavamanos micropartículas. Exfoliante natural.,Automoción,Limpieza de Manos,https://drive.google.com/file/d/1Y0GGDf-xC9sp9vuXgcJ0UGXnfh2aoi3g/view?usp=drivesdk,https://drive.google.com/file/d/1f4V5zw9UnPwKF4YIwQDyD3fsH44Ci9pa/view?usp=drivesdk,
505,PASTPIN,AU-LM-005,automocion,20,"Crema lavamanos tinta y pintura. Específico para tinta y pintura, Exfoliante natural.",Automoción,Limpieza de Manos,,https://drive.google.com/file/d/1Q_yJzkllmpl8zyZvNeGGhcGPP7mvNoxG/view?usp=drivesdk,
506,AD 81,AU-LE-001,automocion,22,Eliminador de adhesivos. Rápido y eficaz.,Automoción,Limpiadores Específicos y Desbloqueantes,https://drive.google.com/file/d/1OC-aAeIr_NFbMFg7ILPaKd1vvCn1E8Mo/view?usp=drivesdk,https://drive.google.com/file/d/1LVWPG87MUvKl106yuDkHqNbJvdcv4tHa/view?usp=drivesdk,
507,BREA 20,AU-LE-002,automocion,23,Eliminador de alquitrán y breas. No ataca la pintura.,Automoción,Limpiadores Específicos y Desbloqueantes,https://drive.google.com/file/d/1MKAWMWmdj-XRUrz5WTOIaD52kVa9gTwD/view?usp=drivesdk,https://drive.google.com/file/d/1dPRhlHHzV5RUGYCN6TheTS5XIq4a1ewA/view?usp=drivesdk,
508,DESBLOC SPRAY,AU-LE-003,automocion,12,"Aflojatodo en spray. Lubricante, anti-óxido, buen comportamiento dieléctrico.",Automoción,Limpiadores Específicos y Desbloqueantes,https://drive.google.com/file/d/1yAIWosLrvTZ2jHYc3HgH___yT9ndbcuG/view?usp=drivesdk,https://drive.google.com/file/d/14EEKgPQ3ZwbZZ1W0h7u7sVDFd7N13jsd/view?usp=drivesdk,
509,DESBLOC,AU-LE-004,automocion,25,"Aflojatodo (formato industrial). Lubricante, anti-óxido, buen comportamiento dieléctrico.",Automoción,Limpiadores Específicos y Desbloqueantes,https://drive.google.com/file/d/1aDACUUHdavT4UcTr55rd8IdNRXHEZrgP/view?usp=drivesdk,https://drive.google.com/file/d/16fVJGUXKaZzgzwlm2VrM985xG6bnGLl6/view?usp=drivesdk,
510,PETROL 15-60 P,AU-PE-001,automocion,30,Petroleante secado rápido. Elevado poder dieléctrico.,Automoción,Petroleantes,/fichas-tecnicas/PETROL 15 60 P FT ES (1).pdf,https://drive.google.com/file/d/16j_atTq5eBiB0_A0T9EzUGsTWCB0Ml4O/view?usp=drivesdk,
511,PETROL P,AU-PE-002,automocion,28,Petroleante puro. Elevado punto de inflamación.,Automoción,Petroleantes,https://drive.google.com/file/d/1DAWxlitifbSY-9l2youPIRu_RlWCmEAv/view?usp=drivesdk,https://drive.google.com/file/d/1lleNY_sLJBxY0VwS7l-fZGfdA43YBAor/view?usp=drivesdk,
512,PETROL E,AU-PE-003,automocion,29,Petroleante emulsionable rojo. Emulsión lechosa de alta fijación.,Automoción,Petroleantes,https://drive.google.com/file/d/1i3oZ3Zt5cM0wNptHB4b4QONqPbfdoe8C/view?usp=drivesdk,https://drive.google.com/file/d/1L7LhMmBW9sZvedYN7rb12930t9_Ucfyw/view?usp=drivesdk,
513,PETROL F,AU-PE-004,automocion,29,Petroleante emulsionable verde. Emulsión lechosa de media fijación.,Automoción,Petroleantes,https://drive.google.com/file/d/1GJ5dYi9pB0R9zI7cFc5wbCaEGdGQprE6/view?usp=drivesdk,https://drive.google.com/file/d/1nNqLikISZf0r7ShIjgEzP2fTcB6UeX-h/view?usp=drivesdk,
514,CITRIXEL,AU-PE-005,automocion,35,Solvente eco (caucho y neumáticos). No contiene solventes de hidrocarburo.,Automoción,Petroleantes,https://drive.google.com/file/d/1j__Q0xB2pDwXI_zqIipB2Vy5gedGMc2R/view?usp=drivesdk,https://drive.google.com/file/d/1FqAHY599284_AXawTH8HgBjFR2uMbU2I/view?usp=drivesdk,
515,DESEN 33,AU-LU-001,automocion,26,Desengrasante sin espuma (fregadoras o manual). Gran capacidad emulsionante.,Automoción,Limpieza Urbana,https://drive.google.com/file/d/1O6ilfWdLzYAQ3rIqwXu4Uy3-gRybVVd2/view?usp=drivesdk,https://drive.google.com/file/d/1A5ie4eI1bqmO_1G6ZGKqDpAgZwDKp_7u/view?usp=drivesdk,
516,DESEN 16,AU-LU-002,automocion,27,Desengrasante alcalino sin espuma. Con acción antiincrustante.,Automoción,Limpieza Urbana,/fichas-tecnicas/DESEN 16 FT ES.pdf,/fichas-seguridad/DESEN 16 FS ES.pdf,
517,DENGRAS 57,AU-LU-003,automocion,28,Desengrasante multiusos perfumado. Para suciedades muy incrustadas.,Automoción,Limpieza Urbana,/fichas-tecnicas/DENGRAS 57 FT ES.pdf,/fichas-seguridad/DENGRAS 57 FS ES.pdf,
518,DEOPLUS,AU-LU-004,automocion,30,Desengrasante desodorizante. Neutraliza y elimina malos olores.,Automoción,Limpieza Urbana,https://drive.google.com/file/d/1hM-5yvu2HXIhky8lJsKwbhUu0AyYfo1l/view?usp=drivesdk,https://drive.google.com/file/d/1j_SR5gOGelGOTAig3w8clRpuM6jkpPVw/view?usp=drivesdk,
519,BATOXEL,AU-LU-005,automocion,32,"Desinfectante limpiador desodorizante. Bactericida, fungicida, viricida, N° DGSP 19-20/40-04377.",Automoción,Limpieza Urbana,/fichas-tecnicas/BATOXEL FT ES.pdf,/fichas-seguridad/BATOXEL FS ES.pdf,
520,OXOCLEAN,AU-LU-006,automocion,33,Aditivo limpiador oxigenado. Para limpiezas enérgicas.,Automoción,Limpieza Urbana,/fichas-tecnicas/OXOCLEAN FT ES.pdf,/fichas-seguridad/OXOCLEAN FS ES.pdf,
521,LIMPGRAFFITI,AU-LU-007,automocion,40,Limpiador graffitis (porosas). Elevado poder de disolución.,Automoción,Limpieza Urbana,https://drive.google.com/file/d/1QCSY83tTRZVcsSzMLSMdjBoXdza-BTSH/view?usp=drivesdk,https://drive.google.com/file/d/14WGOgUlVZgvP6Bk-FydFcCL-6jxCRJdD/view?usp=drivesdk,
522,PROTEC ANTIGRAFFITI,AU-LU-008,automocion,45,"Protector antigraffiti. Facilita la eliminación, permite transpiración.",Automoción,Limpieza Urbana,,https://drive.google.com/file/d/14f-fUTkCdyyOhRBxtuFDJgQUeEqpGuo5/view?usp=drivesdk,
523,FB 18,AU-LVI-001,automocion,38,Desengrasante superficies duras. Desengrasante enérgico.,Automoción,Lavado Vehículos Industriales,https://drive.google.com/file/d/1pNeG_S6RMgAq6wcEOBBqrf1E4KL9z9Rd/view?usp=drivesdk,https://drive.google.com/file/d/1KbBTD64XiPNGCbZEtBK4K2ZseH-R7QCZ/view?usp=drivesdk,
524,DENGRAS CL,AU-LVI-002,automocion,40,Desengrasante antiestático. Gran poder antiestático.,Automoción,Lavado Vehículos Industriales,https://drive.google.com/file/d/1rZ39FOD6csbWuHW8eU6g3MK1_6PP5uat/view?usp=drivesdk,https://drive.google.com/file/d/1O-6jUCRL2dmy3lfy1mPnZZ-ltLNWezhr/view?usp=drivesdk,
525,DENGRAS 46,AU-LVI-003,automocion,42,"Desengrasante antiestático super (baja alcalinidad). Mayor concentración, baja dosificación.",Automoción,Lavado Vehículos Industriales,https://drive.google.com/file/d/1ZpkLxKVsJMn5dTHYfw5C7horpCQ95Cyo/view?usp=drivesdk,https://drive.google.com/file/d/1lDAkREcLbY7_E_Yt8Rp93hcmT8ir5aPB/view?usp=drivesdk,
526,DENGRAS 2040,AU-LVI-004,automocion,45,"Desengrasante antiestático concentrado. Mayor concentración y menor alcalinidad, baja dosificación.",Automoción,Lavado Vehículos Industriales,https://drive.google.com/file/d/1vYpKvNWf_jScRki2Nw3bTm6a0U-zgGPv/view?usp=drivesdk,https://drive.google.com/file/d/1Bgb3iMOpa2dubCcYA_3NmDX9W6C1GA-D/view?usp=drivesdk,
527,BOXCAR,AU-BL-001,automocion,35,Desengrasante antiestático concentrado. Mayor capacidad espumante.,Automoción,Boxes de Lavado,https://drive.google.com/file/d/1ST-8NeMG__6jaCZSBMAFe2RfWplJ6z5Q/view?usp=drivesdk,https://drive.google.com/file/d/1Y01FvoZ6bD5OELMW6QKRBUkWEu85fkjs/view?usp=drivesdk,
528,BOXCLEAN P,AU-BL-002,automocion,38,Limpiador boxes en polvo. Mayor alcalinidad.,Automoción,Boxes de Lavado,https://drive.google.com/file/d/1JbLFO7IxGhC5qy6tB6kXTL6rZOcSDfsY/view?usp=drivesdk,https://drive.google.com/file/d/1eMlNoL9aemjTKNlGi63dlPo9OYTYVTeG/view?usp=drivesdk,
529,BOX FOAM,AU-BL-003,automocion,40,"Detergente Espumante Boxes. Elevado poder espumante, mayor tiempo de fijación.",Automoción,Boxes de Lavado,https://drive.google.com/file/d/1KFqnt3iSavAG6s-2c5K9vrSMRWjOfgMi/view?usp=drivesdk,https://drive.google.com/file/d/13H1f2t6asRbYd7g_THjk29xseuL-nv3A/view?usp=drivesdk,
530,OSMO,AU-BL-004,automocion,50,Anti-incrustante osmosis. Alarga el buen estado de las membranas.,Automoción,Boxes de Lavado,https://drive.google.com/file/d/1KJD4Dg7Mb_HYVZZp6BQC9YDf-Va_Ib-_/view?usp=drivesdk,https://drive.google.com/file/d/1Kmo-sB0S_tjmLH3QtGKYUCwH49unoZSW/view?usp=drivesdk,
531,CARLEX M,AU-PTL-001,automocion,20,Champú manual (neutro). Alto poder espumante.,Automoción,Puentes y Túneles de Lavado,https://drive.google.com/file/d/1u0oxhaWKTyoaTwOEsnziqIRNjuV417sV/view?usp=drivesdk,https://drive.google.com/file/d/1_hqtUN_KFgEyFDw7ebDOshZxP89hErjU/view?usp=drivesdk,
532,CARLEX,AU-PTL-002,automocion,22,Champú túnel de lavado (neutro). Baja viscosidad para túneles.,Automoción,Puentes y Túneles de Lavado,https://drive.google.com/file/d/1y7cLqQkR5zUtrzW9zFqu6ZXetVFTQgXr/view?usp=drivesdk,https://drive.google.com/file/d/1e-vOvJJ900D-sb4mYHHL2alxpstZ926j/view?usp=drivesdk,
533,CARLEX C,AU-PTL-003,automocion,25,Champú túnel activado (neutro). Para formación de espuma.,Automoción,Puentes y Túneles de Lavado,https://drive.google.com/file/d/1jm-efzTJw7_Fc5Zl-X5kiJtqQ7KNhC3b/view?usp=drivesdk,https://drive.google.com/file/d/1BP8BrsPQKDxI9RmI0b7sjtkJi8xD0e-N/view?usp=drivesdk,
534,WAX AUTC,AU-PTL-004,automocion,30,"Cera túnel de lavado. Desplazador de agua, protege y abrillanta.",Automoción,Puentes y Túneles de Lavado,https://drive.google.com/file/d/1mi-ZROuCIESxIbZxR3Q_ewgE-4Hkiv9b/view?usp=drivesdk,https://drive.google.com/file/d/1U-WMsZaOYZmyQYMZKijJqpa1B7LhImVc/view?usp=drivesdk,
535,WAX AUT CC,AU-PTL-005,automocion,35,Cera túnel superpolish. Realzante de brillo.,Automoción,Puentes y Túneles de Lavado,,,
536,BIOWAX,AU-PTL-006,automocion,38,"Cera etilénica. Biodegradable, carácter hidrofugante.",Automoción,Puentes y Túneles de Lavado,https://drive.google.com/file/d/1s0i1YGNK1iE2gv8OZOHHO4NHEP-TmcTS/view?usp=drivesdk,https://drive.google.com/file/d/1eg0NX5pVND-HSjchRYvdsJ3RnwxYyapE/view?usp=drivesdk,
537,MOQUET S,AU-LL-001,automocion,22,Espuma seca moquetas y tapicerías. Limpiador desengrasante.,Automoción,Limpiadores Lavaderos,/fichas-tecnicas/MOQUET S FT ES.pdf,/fichas-seguridad/MOQUET S FS ES.pdf,
538,TAPIXEL,AU-LL-002,automocion,23,Limpiador tapicerías inyección-extracción. Desengrasante.,Automoción,Limpiadores Lavaderos,/fichas-tecnicas/TAPIXEL FT ES.pdf,/fichas-seguridad/TAPIXEL FS ES.pdf,
539,BRILLANT MIRROW,AU-LL-003,automocion,18,Limpiacristales concentrado. Anti-vaho.,Automoción,Limpiadores Lavaderos,,,
540,BRILLANT,AU-LL-004,automocion,28,Limpiador recuperador aluminio (ácido). Elimina óxidos blandos.,Automoción,Limpiadores Lavaderos,https://drive.google.com/file/d/1D4UpAM7OTRxksyZJWX06L5WU3Bd1T-VM/view?usp=drivesdk,https://drive.google.com/file/d/1m22SKiRSxEoYOKEINxHm6swois2-SEZW/view?usp=drivesdk,
541,CLEAN CAR,AU-LL-005,automocion,30,"Limpiador abrillantador en seco. Totalmente biodegradable, antiestático.",Automoción,Limpiadores Lavaderos,https://drive.google.com/file/d/1QqWQsn9GPCOYtW0wILqL8D7-uE1v3gGc/view?usp=drivesdk,https://drive.google.com/file/d/1yciBBjUO3318bJOPxgrngAJYnXscNFYi/view?usp=drivesdk,
542,CAUBRILL,AU-AB-001,automocion,25,"Abrillantador de caucho. Para ruedas, gomas, alfombrillas.",Automoción,Abrillantadores,https://drive.google.com/file/d/1NBlLqA7VvaoWy42YoZb9HuJJtqWwr3Aw/view?usp=drivesdk,https://drive.google.com/file/d/1OE2G6cdnUrXjPccpm27xC6e7Zi1K17bd/view?usp=drivesdk,
543,VINILEX,AU-AB-002,automocion,26,"Abrillantador vinilos. Para salpicaderos, tapicerías skay.",Automoción,Abrillantadores,https://drive.google.com/file/d/17Y-Dvl2oWuudOJbvg9fK3PdsTtHNJC29/view?usp=drivesdk,https://drive.google.com/file/d/1hqr0rn-fyStIHvn2psGBpCqZcP2aoV82/view?usp=drivesdk,
544,VINILEX S/S,AU-AB-003,automocion,28,Abrillantador vinilos sin silicona. Ideal para talleres de plancha y pintura.,Automoción,Abrillantadores,https://drive.google.com/file/d/1D5hZabeliOPq_P9nI9wl6DUN_cldOCXa/view?usp=drivesdk,https://drive.google.com/file/d/12FwXGTktoyrFfgDtkmj7dkasNnqD1HeB/view?usp=drivesdk,
545,VINILEX SPRAY,AU-AB-004,automocion,15,Abrillantador vinilos en spray.,Automoción,Abrillantadores,https://drive.google.com/file/d/1_jTEQjPdujUYoAah1iUod0pnAXNF6xbw/view?usp=drivesdk,https://drive.google.com/file/d/1L0f-JvKvPOaw5CtA4smEI4PdANYc7_Dt/view?usp=drivesdk,
546,AQUA DESTILADA,AU-AN-001,automocion,5,Agua destilada. Descalcificada y desmineralizada.,Automoción,Anticongelantes,,,
547,ANTICONGELANTE 10% ORGANICO,AU-AN-002,automocion,12,Anticongelante orgánico. Tecnología OAT (menos tóxico/más biodegradable).,Automoción,Anticongelantes,,https://drive.google.com/file/d/12ZRqgZDQDmkWQOxJwPdxQkujeKfaNwCL/view?usp=drivesdk,
548,ANTICONGELANTE 30% ORGANICO,AU-AN-003,automocion,15,Anticongelante orgánico. Tecnología OAT.,Automoción,Anticongelantes,,https://drive.google.com/file/d/1jobPom_OxM9eQEQyT086pCNecuODNhe0/view?usp=drivesdk,
549,ANTICONGELANTE 50% ORGANICO,AU-AN-004,automocion,20,"Anticongelante orgánico. Tecnología OAT, Normas ASTM D1384, D4340, VW TL 774-F, etc.",Automoción,Anticongelantes,,https://drive.google.com/file/d/1mSXsa5G__5o-ixTSxP6V9hLGR1Uxzkxe/view?usp=drivesdk,
550,ANTICONGELANTE PURO,AU-AN-005,automocion,25,Anticongelante puro. Tecnología OAT.,Automoción,Anticongelantes,,,
551,VIDRENET,AU-AN-006,automocion,8,Lavaparabrisas anticongelante. Contiene sustancias antivaho.,Automoción,Anticongelantes,https://drive.google.com/file/d/1BqgGFdNNoHLlpimg_nL9HsY3pSStRuVg/view?usp=drivesdk,https://drive.google.com/file/d/1JRrX9wy5l_PBjMn4rDA_BfmQy0cCaQed/view?usp=drivesdk,
552,W.C. 31,AU-WC-001,automocion,18,"Tratamiento químico W.C. Elimina materia orgánica, exento de formaldehído.",Automoción,Tratamiento W.C. Químico,https://drive.google.com/file/d/1PTlB3w9a-kjd_XD6UYGS2XT_wfDogeVw/view?usp=drivesdk,https://drive.google.com/file/d/1RFIicPu1HprumBN3YIAwV-mDcsc1e8EL/view?usp=drivesdk,
553,W.C. 31 SF,AU-WC-002,automocion,22,"Tratamiento concentrado W.C. Elimina materia orgánica, exento de formaldehído.",Automoción,Tratamiento W.C. Químico,https://drive.google.com/file/d/126BTfP-zTaUfqsTR5viERbIMgZRdQwHS/view?usp=drivesdk,https://drive.google.com/file/d/1O7KipUD_wVgGNYGkwFLSAFBkw29iXG3s/view?usp=drivesdk,
601,ASEPTIC GEL,SA-HM-001,sanitaria,20,"Gel hidroalcohólico antiséptico. Desinfección prequirúrgica, N° REG. AEMPS 781-DES.",Sanitaria,Higiene de Manos,,,
602,ASEPTIC LOCIÓN,SA-HM-002,sanitaria,22,"Loción hidroalcohólica antiséptica. Desinfección prequirúrgica, N° REG AEMPS: 975-DES.",Sanitaria,Higiene de Manos,/fichas-tecnicas/ASEPTIC LOCION FT ES.pdf,/fichas-seguridad/ASEPTIC LOCIÓN FS ES.pdf,
603,FRESC SAN,SA-DS-001,sanitaria,25,"Detergente desinfectante superficies ámbito sanitario. pH neutro, N° DE REGISTRO AEMPS 821-DES.",Sanitaria,Desinfectantes de Superficies,https://drive.google.com/file/d/147k6FrY2PUMkleWuCMLU1pCMcYTTpgLW/view?usp=drivesdk,https://drive.google.com/file/d/1UdGV4munc2njttec2Il4Vd_ryFdQiKbm/view?usp=drivesdk,
604,CLORSAN,SA-DS-002,sanitaria,28,"Detergente desinfectante superficies ámbito sanitario (clorado). Para zonas de alto y medio nivel, N° DE REG AEMPS 787-DES.",Sanitaria,Desinfectantes de Superficies,https://drive.google.com/file/d/1yq417ii426dIdCLGwBmo-FHLogCvV8N1/view?usp=drivesdk,https://drive.google.com/file/d/1_xSmzGrUtg7SESgWwmCGK0BMuWlBoebL/view?usp=drivesdk,
